,cad_1,cad_3,cad_6,cad_12,usd_1,usd_3,usd_6,DATE,usd_12
3669,,,,,0.16900,0.24660,0.34900,2013-12-27,0.58310
3670,,,,,0.17020,0.24660,0.34850,2013-12-30,0.58310
3671,,,,,0.16770,0.24610,0.34800,2013-12-31,0.58310
3672,,,,,.,.,.,2014-01-01,.
3673,,,,,0.16830,0.24285,0.34640,2014-01-02,0.58260
3674,,,,,0.16470,0.23985,0.34520,2014-01-03,0.58460
3675,,,,,0.16250,0.23935,0.34450,2014-01-06,0.58540
3676,,,,,0.16150,0.24210,0.34470,2014-01-07,0.58660
3677,,,,,0.16100,0.24040,0.34520,2014-01-08,0.58560
3678,,,,,0.16030,0.24165,0.34390,2014-01-09,0.58460
3679,,,,,0.16040,0.24165,0.34440,2014-01-10,0.58260
3680,,,,,0.16000,0.23890,0.33840,2014-01-13,0.57360
3681,,,,,0.15900,0.23675,0.33550,2014-01-14,0.56810
3682,,,,,0.15870,0.23785,0.33560,2014-01-15,0.57160
3683,,,,,0.15700,0.23635,0.33460,2014-01-16,0.57160
3684,,,,,0.15700,0.23660,0.33460,2014-01-17,0.57210
3685,,,,,0.15700,0.23710,0.33410,2014-01-20,0.57210
3686,,,,,0.15700,0.23660,0.33410,2014-01-21,0.57260
3687,,,,,0.15800,0.23710,0.33410,2014-01-22,0.57110
3688,,,,,0.15800,0.23860,0.33500,2014-01-23,0.57250
3689,,,,,0.16120,0.23535,0.33350,2014-01-24,0.57210
3690,,,,,0.1585,0.2361,0.3325,2014-01-27,0.571
3691,,,,,0.159,0.2361,0.332,2014-01-28,0.571
3692,,,,,0.1595,0.2356,0.3335,2014-01-29,0.5704
3693,,,,,0.1585,0.2376,0.337,2014-01-30,0.5694
3694,,,,,0.1565,0.2366,0.3363,2014-01-31,0.5654
3695,,,,,0.1571,0.2356,0.3335,2014-02-03,0.5629
3696,,,,,0.1575,0.23645,0.3333,2014-02-04,0.5617
3697,,,,,0.1575,0.23635,0.333,2014-02-05,0.5594
3698,,,,,0.1565,0.23685,0.3331,2014-02-06,0.5579
3699,,,,,0.1555,0.23385,0.3311,2014-02-07,0.5584
3700,,,,,0.15475,0.23385,0.3291,2014-02-10,0.5509
3701,,,,,0.15425,0.2366,0.332,2014-02-11,0.5533
3702,,,,,0.1535,0.2361,0.331,2014-02-12,0.5538
3703,,,,,0.1545,0.23585,0.331,2014-02-13,0.5523
3704,,,,,0.1545,0.23585,0.329,2014-02-14,0.5508
3705,,,,,0.1535,0.2351,0.33,2014-02-17,0.5523
3706,,,,,0.154,0.23455,0.3297,2014-02-18,0.5533
3707,,,,,0.1545,0.2336,0.329,2014-02-19,0.5533
3708,,,,,0.1555,0.2356,0.3295,2014-02-20,0.5538
3709,,,,,0.1555,0.23485,0.3305,2014-02-21,0.5553
3710,,,,,0.1545,0.23435,0.3305,2014-02-24,0.5533
3711,,,,,0.1545,0.2336,0.3305,2014-02-25,0.5533
3712,,,,,0.1545,0.2333,0.3297,2014-02-26,0.5505
3713,,,,,0.1545,0.2361,0.33,2014-02-27,0.5523
3714,,,,,0.1555,0.23565,0.3305,2014-02-28,0.5533
3715,,,,,0.1553,0.23565,0.3305,2014-03-03,0.5538
3716,,,,,0.1565,0.23535,0.3315,2014-03-04,0.552
3717,,,,,0.1556,0.2344,0.3311,2014-03-05,0.5506
3718,,,,,0.1544,0.2351,0.332,2014-03-06,0.552
3719,,,,,0.1565,0.23565,0.3318,2014-03-07,0.552
3720,,,,,0.155,0.23435,0.332,2014-03-10,0.5552
3721,,,,,0.1558,0.2333,0.331,2014-03-11,0.5552
3722,,,,,0.1555,0.2341,0.3305,2014-03-12,0.5552
3723,,,,,0.155,0.23335,0.3318,2014-03-13,0.557
3724,,,,,0.15645,0.23485,0.3328,2014-03-14,0.557
3725,,,,,0.1562,0.23445,0.3339,2014-03-17,0.5571
3726,,,,,0.15675,0.23485,0.334,2014-03-18,0.5572
3727,,,,,0.15755,0.23385,0.3297,2014-03-19,0.5555
3728,,,,,0.1545,0.2336,0.33,2014-03-20,0.56
3729,,,,,0.15425,0.23285,0.3315,2014-03-21,0.5641
3730,,,,,0.15425,0.2351,0.3325,2014-03-24,0.5641
3731,,,,,0.15375,0.23435,0.3295,2014-03-25,0.5616
3732,,,,,0.153,0.23335,0.3295,2014-03-26,0.5621
3733,,,,,0.1525,0.2336,0.329,2014-03-27,0.5616
3734,,,,,0.15175,0.23335,0.3289,2014-03-28,0.5586
3735,,,,,0.152,0.2306,0.3289,2014-03-31,0.5581
3736,,,,,0.151,0.2281,0.3279,2014-04-01,0.5536
3737,,,,,0.152,0.2301,0.328,2014-04-02,0.5551
3738,,,,,0.1525,0.23035,0.328,2014-04-03,0.5551
3739,,,,,0.1525,0.2296,0.3275,2014-04-04,0.5556
3740,,,,,0.152,0.22935,0.3265,2014-04-07,0.5521
3741,,,,,0.1504,0.2273,0.3265,2014-04-08,0.553
3742,,,,,0.1509,0.22755,0.3265,2014-04-09,0.553
3743,,,,,0.1525,0.22705,0.324,2014-04-10,0.5485
3744,,,,,0.1522,0.22645,0.322,2014-04-11,0.546
3745,,,,,0.1517,0.22865,0.3227,2014-04-14,0.5465
3746,,,,,0.1514,0.22635,0.3209,2014-04-15,0.5455
3747,,,,,0.152,0.22785,0.3209,2014-04-16,0.5465
3748,,,,,0.1522,0.22585,0.3198,2014-04-17,0.5465
3749,,,,,.,.,.,2014-04-18,.
3750,,,,,.,.,.,2014-04-21,.
3751,,,,,0.1523,0.2286,0.3221,2014-04-22,0.5483
3752,,,,,0.1523,0.22875,0.3228,2014-04-23,0.5483
3753,,,,,0.1518,0.22785,0.3235,2014-04-24,0.5495
3754,,,,,0.152,0.2266,0.323,2014-04-25,0.5495
3755,,,,,0.1503,0.22485,0.3264,2014-04-28,0.5495
3756,,,,,0.1515,0.22535,0.323,2014-04-29,0.549
3757,,,,,0.1505,0.22335,0.3225,2014-04-30,0.549
3758,,,,,0.1505,0.22285,0.322,2014-05-01,0.5475
3759,,,,,0.1515,0.22285,0.3225,2014-05-02,0.547
3760,,,,,.,.,.,2014-05-05,.
3761,,,,,0.1505,0.22485,0.3229,2014-05-06,0.5436
3762,,,,,0.1515,0.22395,0.3235,2014-05-07,0.5436
3763,,,,,0.15025,0.22335,0.3234,2014-05-08,0.5421
3764,,,,,0.1516,0.2241,0.3224,2014-05-09,0.5402
3765,,,,,0.1511,0.2251,0.3224,2014-05-12,0.5377
3766,,,,,0.1511,0.22385,0.3229,2014-05-13,0.5392
3767,,,,,0.1511,0.22535,0.3239,2014-05-14,0.5371
3768,,,,,0.151,0.22585,0.3239,2014-05-15,0.5346
3769,,,,,0.14925,0.2286,0.3253,2014-05-16,0.5346
3770,,,,,0.1485,0.22695,0.3229,2014-05-19,0.5346
3771,,,,,0.14775,0.2281,0.3253,2014-05-20,0.5346
3772,,,,,0.1485,0.22735,0.3234,2014-05-21,0.5336
3773,,,,,0.15,0.22715,0.3222,2014-05-22,0.5341
3774,,,,,0.1505,0.22935,0.3239,2014-05-23,0.5354
3775,,,,,.,.,.,2014-05-26,.
3776,,,,,0.1505,0.22985,0.3239,2014-05-27,0.5354
3777,,,,,0.15,0.2276,0.3219,2014-05-28,0.5354
3778,,,,,0.151,0.22735,0.3219,2014-05-29,0.5344
3779,,,,,0.151,0.2274,0.3219,2014-05-30,0.5344
3780,,,,,0.151,0.22715,0.3219,2014-06-02,0.5345
3781,,,,,0.1509,0.2274,0.3219,2014-06-03,0.535
3782,,,,,0.152,0.2295,0.3219,2014-06-04,0.534
3783,,,,,0.151,0.2306,0.3224,2014-06-05,0.5345
3784,,,,,0.1535,0.2296,0.3214,2014-06-06,0.5335
3785,,,,,0.15225,0.23055,0.3214,2014-06-09,0.5351
3786,,,,,0.152,0.2303,0.3214,2014-06-10,0.5366
3787,,,,,0.15125,0.2298,0.3203,2014-06-11,0.5396
3788,,,,,0.15175,0.2306,0.324,2014-06-12,0.5401
3789,,,,,0.15425,0.2321,0.3255,2014-06-13,0.5446
3790,,,,,0.154,0.2306,0.3261,2014-06-16,0.5466
3791,,,,,0.155,0.231,0.3245,2014-06-17,0.5506
3792,,,,,0.153,0.231,0.3254,2014-06-18,0.5506
3793,,,,,0.15325,0.2296,0.3229,2014-06-19,0.5456
3794,,,,,0.154,0.2306,0.3234,2014-06-20,0.5471
3795,,,,,0.152,0.2326,0.3253,2014-06-23,0.5471
3796,,,,,0.1515,0.2336,0.3263,2014-06-24,0.5471
3797,,,,,0.151,0.23385,0.3259,2014-06-25,0.5471
3798,,,,,0.1495,0.2341,0.32615,2014-06-26,0.5461
3799,,,,,0.1515,0.2346,0.3268,2014-06-27,0.5451
3800,,,,,0.1552,0.2307,0.3268,2014-06-30,0.5451
3801,,,,,0.1552,0.2318,0.3279,2014-07-01,0.5462
3802,,,,,0.1555,0.2346,0.3279,2014-07-02,0.5467
3803,,,,,0.1555,0.2321,0.3267,2014-07-03,0.5467
3804,,,,,0.1534,0.2331,0.3272,2014-07-04,0.5532
3805,,,,,0.1534,0.2341,0.3283,2014-07-07,0.5562
3806,,,,,0.1525,0.2336,0.3302,2014-07-08,0.5562
3807,,,,,0.15275,0.2341,0.3307,2014-07-09,0.5572
3808,,,,,0.1515,0.2336,0.3272,2014-07-10,0.5492
3809,,,,,0.152,0.2336,0.3257,2014-07-11,0.5497
3810,,,,,0.152,0.2326,0.3264,2014-07-14,0.5519
3811,,,,,0.1542,0.2331,0.3264,2014-07-15,0.5519
3812,,,,,0.15545,0.2336,0.3266,2014-07-16,0.5549
3813,,,,,0.1562,0.2336,0.3271,2014-07-17,0.5544
3814,,,,,0.15425,0.2316,0.3254,2014-07-18,0.5529
3815,,,,,0.15475,0.2331,0.3274,2014-07-21,0.5521
3816,,,,,0.15525,0.2326,0.3271,2014-07-22,0.5561
3817,,,,,0.155,0.2341,0.3288,2014-07-23,0.5536
3818,,,,,0.15425,0.2351,0.3291,2014-07-24,0.5571
3819,,,,,0.156,0.2341,0.3281,2014-07-25,0.5601
3820,,,,,0.155,0.2361,0.3288,2014-07-28,0.5636
3821,,,,,0.155,0.2371,0.33,2014-07-29,0.5646
3822,,,,,0.1558,0.2396,0.3325,2014-07-30,0.5686
3823,,,,,0.156,0.2391,0.3345,2014-07-31,0.5796
3824,,,,,0.156,0.2381,0.3344,2014-08-01,0.5781
3825,,,,,0.1569,0.2371,0.3306,2014-08-04,0.5621
3826,,,,,0.1585,0.2371,0.3299,2014-08-05,0.5604
3827,,,,,0.1588,0.2342,0.3283,2014-08-06,0.5559
3828,,,,,0.157,0.2331,0.3283,2014-08-07,0.5554
3829,,,,,0.156,0.2351,0.3289,2014-08-08,0.554
3830,,,,,0.1555,0.2338,0.3281,2014-08-11,0.5545
3831,,,,,0.156,0.2331,0.3289,2014-08-12,0.5553
3832,,,,,0.155,0.2336,0.3309,2014-08-13,0.5553
3833,,,,,0.155,0.2311,0.3292,2014-08-14,0.5508
3834,,,,,0.1555,0.2321,0.3285,2014-08-15,0.5506
3835,,,,,0.1555,0.2321,0.3285,2014-08-18,0.5511
3836,,,,,0.1555,0.2344,0.3285,2014-08-19,0.5521
3837,,,,,0.155,0.2349,0.327,2014-08-20,0.5561
3838,,,,,0.155,0.2349,0.329,2014-08-21,0.5646
3839,,,,,0.155,0.2384,0.3305,2014-08-22,0.5656
3840,,,,,.,.,.,2014-08-25,.
3841,,,,,0.156,0.2381,0.3299,2014-08-26,0.5646
3842,,,,,0.1567,0.2346,0.3319,2014-08-27,0.5626
3843,,,,,0.1545,0.2336,0.3319,2014-08-28,0.5631
3844,,,,,0.157,0.2336,0.3299,2014-08-29,0.5656
3845,,,,,0.1565,0.2336,0.3294,2014-09-01,0.5646
3846,,,,,0.1565,0.2331,0.32965,2014-09-02,0.5621
3847,,,,,0.1561,0.2341,0.3289,2014-09-03,0.5656
3848,,,,,0.1561,0.2331,0.3289,2014-09-04,0.5641
3849,,,,,0.1528,0.2323,0.327,2014-09-05,0.5691
3850,,,,,0.1535,0.2336,0.3263,2014-09-08,0.5626
3851,,,,,0.1535,0.2346,0.3294,2014-09-09,0.5737
3852,,,,,0.1535,0.2346,0.3314,2014-09-10,0.5807
3853,,,,,0.1536,0.2341,0.3309,2014-09-11,0.5822
3854,,,,,0.1536,0.2346,0.3309,2014-09-12,0.5862
3855,,,,,0.1536,0.2346,0.3309,2014-09-15,0.5847
3856,,,,,0.1535,0.2344,0.33015,2014-09-16,0.5827
3857,,,,,0.153,0.2341,0.3304,2014-09-17,0.5827
3858,,,,,0.1535,0.2331,0.3304,2014-09-18,0.5852
3859,,,,,0.154,0.2331,0.3309,2014-09-19,0.5847
3860,,,,,0.1545,0.2356,0.3304,2014-09-22,0.5817
3861,,,,,0.1545,0.2341,0.3299,2014-09-23,0.5812
3862,,,,,0.1535,0.2351,0.33115,2014-09-24,0.5827
3863,,,,,0.1515,0.2336,0.3314,2014-09-25,0.5822
3864,,,,,0.154,0.2331,0.3304,2014-09-26,0.5777
3865,,,,,0.1525,0.2351,0.33065,2014-09-29,0.5802
3866,,,,,0.1565,0.2351,0.3304,2014-09-30,0.5786
3867,,,,,0.152,0.2326,0.3247,2014-10-01,0.5776
3868,,,,,0.152,0.2312,0.3238,2014-10-02,0.5681
3869,,,,,0.153,0.2316,0.3247,2014-10-03,0.5691
3870,,,,,0.153,0.2326,0.3264,2014-10-06,0.5718
3871,,,,,0.1525,0.2311,0.32765,2014-10-07,0.5713
3872,,,,,0.1518,0.2291,0.32415,2014-10-08,0.5673
3873,,,,,0.1527,0.2291,0.3194,2014-10-09,0.55055
3874,,,,,0.1528,0.23,0.3198,2014-10-10,0.55255
3875,,,,,0.1533,0.2306,0.32105,2014-10-13,0.5473
3876,,,,,0.1518,0.2291,0.32005,2014-10-14,0.54205
3877,,,,,0.1535,0.2281,0.32165,2014-10-15,0.5444
3878,,,,,0.157,0.23075,0.32315,2014-10-16,0.54465
3879,,,,,0.1572,0.23135,0.323,2014-10-17,0.5469
3880,,,,,0.1557,0.2321,0.323,2014-10-20,0.54715
3881,,,,,0.153,0.2306,0.32325,2014-10-21,0.54115
3882,,,,,0.153,0.2328,0.32315,2014-10-22,0.5421
3883,,,,,0.152,0.2336,0.3237,2014-10-23,0.5436
3884,,,,,0.152,0.2331,0.3229,2014-10-24,0.54255
3885,,,,,0.1525,0.2326,0.32265,2014-10-27,0.5418
3886,,,,,0.1535,0.2326,0.3239,2014-10-28,0.54155
3887,,,,,0.154,0.2326,0.32465,2014-10-29,0.5418
3888,,,,,0.1567,0.23235,0.32865,2014-10-30,0.5558
3889,,,,,0.1559,0.2321,0.3279,2014-10-31,0.5538
3890,,,,,0.1555,0.23235,0.3279,2014-11-03,0.5558
3891,,,,,0.1555,0.23185,0.32615,2014-11-04,0.5558
3892,,,,,0.1555,0.23185,0.3259,2014-11-05,0.5578
3893,,,,,0.1555,0.2316,0.32665,2014-11-06,0.5578
3894,,,,,0.1573,0.2326,0.32665,2014-11-07,0.5663
3895,,,,,0.1543,0.2331,0.3259,2014-11-10,0.5563
3896,,,,,0.1533,0.2332,0.326,2014-11-11,0.5643
3897,,,,,0.1528,0.2332,0.326,2014-11-12,0.5638
3898,,,,,0.1547,0.2321,0.32615,2014-11-13,0.5663
3899,,,,,0.153,0.2321,0.3264,2014-11-14,0.5633
3900,,,,,0.154,0.23185,0.32565,2014-11-17,0.56105
3901,,,,,0.155,0.23185,0.32565,2014-11-18,0.56105
3902,,,,,0.155,0.2311,0.32465,2014-11-19,0.5628
3903,,,,,0.155,0.2329,0.3287,2014-11-20,0.5618
3904,,,,,0.15525,0.23285,0.3269,2014-11-21,0.5643
3905,,,,,0.1535,0.23435,0.3274,2014-11-24,0.5643
3906,,,,,0.15625,0.2356,0.3287,2014-11-25,0.5646
3907,,,,,0.15575,0.2356,0.3319,2014-11-26,0.5646
3908,,,,,0.155,0.2336,0.32645,2014-11-27,0.5646
3909,,,,,0.154,0.2336,0.3262,2014-11-28,0.5646
3910,,,,,0.15775,0.2346,0.32895,2014-12-01,0.5626
3911,,,,,0.15825,0.2346,0.3279,2014-12-02,0.5648
3912,,,,,0.157,0.23485,0.3262,2014-12-03,0.5703
3913,,,,,0.1572,0.23535,0.3299,2014-12-04,0.575
3914,,,,,0.158,0.2356,0.3304,2014-12-05,0.5766
3915,,,,,0.1617,0.2376,0.3399,2014-12-08,0.6031
3916,,,,,0.1585,0.23885,0.3379,2014-12-09,0.5981
3917,,,,,0.1608,0.2399,0.3377,2014-12-10,0.6026
3918,,,,,0.1608,0.2406,0.3384,2014-12-11,0.6003
3919,,,,,0.161,0.24285,0.3409,2014-12-12,0.6013
3920,,,,,0.162,0.2426,0.3414,2014-12-15,0.5978
3921,,,,,0.162,0.2426,0.3399,2014-12-16,0.5993
3922,,,,,0.1641,0.24535,0.3436,2014-12-17,0.6053
3923,,,,,0.16545,0.2471,0.3436,2014-12-18,0.6053
3924,,,,,0.16425,0.2521,0.35,2014-12-19,0.6168
3925,,,,,0.167,0.2551,0.3544,2014-12-22,0.6223
3926,,,,,0.1695,0.2546,0.3574,2014-12-23,0.6278
3927,,,,,0.16875,0.2566,0.3574,2014-12-24,0.6288
3928,,,,,.,.,.,2014-12-25,.
3929,,,,,.,.,.,2014-12-26,.
3930,,,,,0.16925,0.2551,0.3574,2014-12-29,0.6288
3931,,,,,0.1695,0.2552,0.3574,2014-12-30,0.6288
3932,,,,,0.17125,0.2556,0.3628,2014-12-31,0.6288
3933,,,,,.,.,.,2015-01-01,.
3934,,,,,0.1675,0.2556,0.3648,2015-01-02,0.6328
3935,,,,,0.168,0.2536,0.3623,2015-01-05,0.6338
3936,,,,,0.16775,0.2511,0.3603,2015-01-06,0.6283
3937,,,,,0.1665,0.2521,0.3613,2015-01-07,0.6273
3938,,,,,0.16625,0.2521,0.3604,2015-01-08,0.6289
3939,,,,,0.16675,0.2541,0.3619,2015-01-09,0.6264
3940,,,,,0.1665,0.2528,0.3591,2015-01-12,0.6209
3941,,,,,0.1665,0.2533,0.3576,2015-01-13,0.6224
3942,,,,,0.16825,0.2536,0.3589,2015-01-14,0.6224
3943,,,,,0.168,0.2526,0.3564,2015-01-15,0.6149
3944,,,,,0.168,0.2566,0.3549,2015-01-16,0.6099
3945,,,,,0.16875,0.2562,0.3559,2015-01-19,0.6119
3946,,,,,0.1685,0.2567,0.3559,2015-01-20,0.6159
3947,,,,,0.16675,0.2571,0.3589,2015-01-21,0.6219
3948,,,,,0.16825,0.2561,0.3574,2015-01-22,0.6229
3949,,,,,0.16775,0.2561,0.3539,2015-01-23,0.6219
3950,,,,,0.169,0.2561,0.3554,2015-01-26,0.6214
3951,,,,,0.168,0.2526,0.3554,2015-01-27,0.6224
3952,,,,,0.1705,0.2546,0.3574,2015-01-28,0.6179
3953,,,,,0.1709,0.2546,0.3579,2015-01-29,0.6204
3954,,,,,0.17125,0.2531,0.3574,2015-01-30,0.6209
3955,,,,,0.1695,0.2521,0.3574,2015-02-02,0.6194
3956,,,,,0.171,0.2551,0.3588,2015-02-03,0.61815
3957,,,,,0.1735,0.2551,0.3608,2015-02-04,0.6254
3958,,,,,0.171,0.2561,0.3624,2015-02-05,0.629
3959,,,,,0.1715,0.2556,0.3624,2015-02-06,0.6315
3960,,,,,0.1722,0.25835,0.3734,2015-02-09,0.656
3961,,,,,0.1717,0.2581,0.3768,2015-02-10,0.6636
3962,,,,,0.1717,0.2581,0.3783,2015-02-11,0.6646
3963,,,,,0.172,0.2581,0.3769,2015-02-12,0.6716
3964,,,,,0.173,0.2571,0.3824,2015-02-13,0.6736
3965,,,,,0.173,0.2562,0.3809,2015-02-16,0.6726
3966,,,,,0.1735,0.2567,0.3819,2015-02-17,0.6746
3967,,,,,0.1735,0.2606,0.3853,2015-02-18,0.6841
3968,,,,,0.1735,0.2615,0.3841,2015-02-19,0.6709
3969,,,,,0.1715,0.2626,0.3857,2015-02-20,0.6744
3970,,,,,0.171,0.2616,0.3847,2015-02-23,0.6784
3971,,,,,0.1715,0.2611,0.38515,2015-02-24,0.67735
3972,,,,,0.172,0.2609,0.3829,2015-02-25,0.6686
3973,,,,,0.1719,0.2616,0.37835,2015-02-26,0.66935
3974,,,,,0.173,0.26185,0.3807,2015-02-27,0.6796
3975,,,,,0.1727,0.26095,0.3842,2015-03-02,0.68185
3976,,,,,0.173,0.26515,0.3879,2015-03-03,0.6871
3977,,,,,0.175,0.2636,0.3956,2015-03-04,0.6886
3978,,,,,0.175,0.2636,0.3971,2015-03-05,0.68885
3979,,,,,0.175,0.2646,0.3976,2015-03-06,0.6881
3980,,,,,0.1765,0.2666,0.4041,2015-03-09,0.7111
3981,,,,,0.1779,0.2677,0.4042,2015-03-10,0.71085
3982,,,,,0.176,0.2699,0.4014,2015-03-11,0.7151
3983,,,,,0.1745,0.2706,0.4031,2015-03-12,0.7136
3984,,,,,0.1765,0.27065,0.4029,2015-03-13,0.71335
3985,,,,,0.177,0.27015,0.4019,2015-03-16,0.71335
3986,,,,,0.1775,0.26935,0.4061,2015-03-17,0.71335
3987,,,,,0.176,0.2703,0.4091,2015-03-18,0.71535
3988,,,,,0.17325,0.26455,0.39385,2015-03-19,0.68685
3989,,,,,0.174,0.2668,0.39735,2015-03-20,0.69735
3990,,,,,0.17375,0.2668,0.39485,2015-03-23,0.6911
3991,,,,,0.17275,0.26935,0.39865,2015-03-24,0.6924
3992,,,,,0.1756,0.26855,0.3979,2015-03-25,0.69715
3993,,,,,0.17775,0.27305,0.4019,2015-03-26,0.6999
3994,,,,,0.178,0.2754,0.4049,2015-03-27,0.70215
3995,,,,,0.17925,0.27415,0.40265,2015-03-30,0.6989
3996,,,,,0.17625,0.27075,0.40065,2015-03-31,0.6942
3997,,,,,0.17755,0.27075,0.4034,2015-04-01,0.6981
3998,,,,,0.17975,0.27375,0.40115,2015-04-02,0.69235
3999,,,,,.,.,.,2015-04-03,.
4000,,,,,.,.,.,2015-04-06,.
4001,,,,,0.18015,0.27375,0.3984,2015-04-07,0.6856
4002,,,,,0.18095,0.2712,0.3995,2015-04-08,0.6891
4003,,,,,0.18,0.2759,0.4034,2015-04-09,0.69435
4004,,,,,0.1785,0.277,0.4044,2015-04-10,0.69835
4005,,,,,0.1815,0.2753,0.40515,2015-04-13,0.70335
4006,,,,,0.1825,0.27555,0.4049,2015-04-14,0.7001
4007,,,,,0.1804,0.27435,0.4014,2015-04-15,0.69265
4008,,,,,0.18055,0.2751,0.40265,2015-04-16,0.6914
4009,,,,,0.18025,0.27575,0.4029,2015-04-17,0.68465
4010,,,,,0.1805,0.276,0.4054,2015-04-20,0.69515
4011,,,,,0.1815,0.27725,0.40565,2015-04-21,0.7009
4012,,,,,0.18175,0.2775,0.4049,2015-04-22,0.69915
4013,,,,,0.18125,0.277,0.40865,2015-04-23,0.7064
4014,,,,,0.1815,0.279,0.4089,2015-04-24,0.7059
4015,,,,,0.18125,0.279,0.40765,2015-04-27,0.70115
4016,,,,,0.18425,0.27815,0.40615,2015-04-28,0.696
4017,,,,,0.18025,0.27815,0.40765,2015-04-29,0.699
4018,,,,,0.181,0.27875,0.4079,2015-04-30,0.70525
4019,,,,,0.18225,0.27975,0.4109,2015-05-01,0.7176
4020,,,,,.,.,.,2015-05-04,.
4021,,,,,0.1805,0.2759,0.41275,2015-05-05,0.72135
4022,,,,,0.18025,0.276,0.4164,2015-05-06,0.7341
4023,,,,,0.1815,0.27885,0.41475,2015-05-07,0.7361
4024,,,,,0.18475,0.27985,0.41425,2015-05-08,0.7326
4025,,,,,0.1856,0.2766,0.41265,2015-05-11,0.7241
4026,,,,,0.1856,0.275,0.41455,2015-05-12,0.7346
4027,,,,,0.1856,0.2739,0.41415,2015-05-13,0.73035
4028,,,,,0.18335,0.276,0.41275,2015-05-14,0.72285
4029,,,,,0.1862,0.2765,0.41275,2015-05-15,0.72335
4030,,,,,0.184,0.276,0.41425,2015-05-18,0.7251
4031,,,,,0.18675,0.281,0.4155,2015-05-19,0.7276
4032,,,,,0.18475,0.2835,0.417,2015-05-20,0.73935
4033,,,,,0.18475,0.282,0.41815,2015-05-21,0.7391
4034,,,,,0.18485,0.2845,0.41865,2015-05-22,0.7376
4035,,,,,.,.,.,2015-05-25,.
4036,,,,,0.1863,0.28585,0.425,2015-05-26,0.75685
4037,,,,,0.18535,0.2835,0.42305,2015-05-27,0.7526
4038,,,,,0.184,0.28275,0.42315,2015-05-28,0.75295
4039,,,,,0.184,0.28375,0.42465,2015-05-29,0.7497
4040,,,,,0.183,0.2825,0.42365,2015-06-01,0.7477
4041,,,,,0.1848,0.2787,0.4219,2015-06-02,0.74995
4042,,,,,0.185,0.2792,0.4204,2015-06-03,0.74545
4043,,,,,0.18405,0.2789,0.42185,2015-06-04,0.74795
4044,,,,,0.183,0.2812,0.4239,2015-06-05,0.7492
4045,,,,,0.1854,0.2822,0.4334,2015-06-08,0.7722
4046,,,,,0.1875,0.2855,0.43795,2015-06-09,0.7682
4047,,,,,0.18875,0.28785,0.44155,2015-06-10,0.78195
4048,,,,,0.1855,0.28585,0.4448,2015-06-11,0.78795
4049,,,,,0.18475,0.28605,0.4484,2015-06-12,0.7908
4050,,,,,0.18525,0.28325,0.44985,2015-06-15,0.79185
4051,,,,,0.185,0.28625,0.45185,2015-06-16,0.7896
4052,,,,,0.1875,0.2857,0.45205,2015-06-17,0.79135
4053,,,,,0.18675,0.2808,0.4434,2015-06-18,0.76635
4054,,,,,0.187,0.2813,0.44365,2015-06-19,0.7666
4055,,,,,0.187,0.28225,0.44405,2015-06-22,0.766
4056,,,,,0.187,0.28075,0.4438,2015-06-23,0.76875
4057,,,,,0.1865,0.28075,0.4468,2015-06-24,0.77575
4058,,,,,0.186,0.282,0.44705,2015-06-25,0.77425
4059,,,,,0.1866,0.28175,0.4464,2015-06-26,0.7765
4060,,,,,0.1866,0.2837,0.44285,2015-06-29,0.766
4061,,,,,0.1865,0.2832,0.44485,2015-06-30,0.7715
4062,,,,,0.185,0.2836,0.44835,2015-07-01,0.77775
4063,,,,,0.18815,0.2835,0.4547,2015-07-02,0.7871
4064,,,,,0.1884,0.2843,0.448,2015-07-03,0.7716
4065,,,,,0.1865,0.28425,0.4447,2015-07-06,0.76185
4066,,,,,0.1895,0.28325,0.44445,2015-07-07,0.75985
4067,,,,,0.1885,0.28345,0.4459,2015-07-08,0.75035
4068,,,,,0.1867,0.286,0.4499,2015-07-09,0.75335
4069,,,,,0.186,0.2858,0.454,2015-07-10,0.7627
4070,,,,,0.1873,0.2888,0.4634,2015-07-13,0.7812
4071,,,,,0.187,0.2885,0.46345,2015-07-14,0.77895
4072,,,,,0.186,0.2885,0.46195,2015-07-15,0.77295
4073,,,,,0.188,0.287,0.4557,2015-07-16,0.7732
4074,,,,,0.1905,0.29175,0.4602,2015-07-17,0.7757
4075,,,,,0.189,0.295,0.4647,2015-07-20,0.79535
4076,,,,,0.185,0.2941,0.4707,2015-07-21,0.80535
4077,,,,,0.187,0.2925,0.46745,2015-07-22,0.8046
4078,,,,,0.1905,0.2951,0.46995,2015-07-23,0.8072
4079,,,,,0.189,0.2936,0.4697,2015-07-24,0.8071
4080,,,,,0.189,0.2941,0.46895,2015-07-27,0.80095
4081,,,,,0.1908,0.2968,0.47365,2015-07-28,0.8042
4082,,,,,0.18955,0.2968,0.47465,2015-07-29,0.8011
4083,,,,,0.1885,0.3001,0.4799,2015-07-30,0.8136
4084,,,,,0.19175,0.3086,0.4899,2015-07-31,0.82835
4085,,,,,0.1905,0.3037,0.4876,2015-08-03,0.80885
4086,,,,,0.19075,0.3011,0.48585,2015-08-04,0.8052
4087,,,,,0.1935,0.3109,0.50375,2015-08-05,0.83185
4088,,,,,0.1915,0.3114,0.5091,2015-08-06,0.8351
